"","CUST_ID","AREA_CODE","MINUTES_CURR_MONTH","MINUTES_PREV_MONTH","MINUTES_3MONTHS_AGO","CUST_MOS","LONGDIST_FLAG","CALLWAITING_FLAG","NUM_LINES","VOICEMAIL_FLAG","MOBILE_PLAN","CONVERGENT_BILLING","GENDER","INCOME","PHONE_PLAN","EDUCATION","TOT_MINUTES_USAGE","CHURNER"
"1621",1300,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1622",1301,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1623",1302,45987,60,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",914,"yes"
"1624",619,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1625",1304,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1626",1305,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1627",1306,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1628",1307,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1629",1308,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"1630",1102,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1631",1310,10040,145,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1632",1311,21750,5,150,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",230,"no"
"1633",1312,36785,100,9,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",169,"yes"
"1634",1313,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1635",1314,15563,1004,4,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",1952,"no"
"1636",1315,10040,565,200,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1415,"no"
"1637",1316,21750,333,130,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",607,"yes"
"1638",1317,55166,550,55,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1105,"no"
"1639",1318,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"no"
"1640",1319,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1641",1125,15563,53,9,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",91,"yes"
"1642",1321,10040,999,900,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Bachelors",3044,"yes"
"1643",1322,21750,5,55,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",61,"yes"
"1644",1323,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Masters",1031,"no"
"1645",1324,36785,55,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1177,"no"
"1646",1325,45987,600,366,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1364,"yes"
"1647",1148,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1648",1327,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1649",1328,21750,7543,16754,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",24895,"yes"
"1650",1329,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1651",1330,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1652",1331,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"1653",849,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1654",1333,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1655",1334,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1656",1335,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"1657",1336,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1658",1337,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"1659",1338,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1660",1339,21750,4567,3534,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",8245,"yes"
"1661",1340,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"1662",1341,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"yes"
"1663",1342,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1664",872,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1665",1344,10040,9,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Masters",2354,"yes"
"1666",1345,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1667",1346,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1668",1347,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"yes"
"1669",1348,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"1670",895,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1671",1350,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1672",1351,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1673",1352,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"yes"
"1674",1353,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"yes"
"1675",1354,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"yes"
"1676",918,15563,53,9,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",91,"yes"
"1677",1356,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1678",1357,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1679",1358,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"1680",1359,45987,88,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",158,"no"
"1681",941,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1682",1361,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1683",1362,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1684",1363,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"yes"
"1685",1364,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"yes"
"1686",1365,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1687",946,15563,500,800,944,26,1,1,3,1,1,"Yes","M","Low Income","International","PhD",2244,"yes"
"1688",1367,10040,999,1200,1145,3,1,1,2,1,1,"No","M","Medium Income","National","Bachelors",3344,"yes"
"1689",1368,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1690",1369,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1691",1370,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"yes"
"1692",1371,45987,60,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",914,"yes"
"1693",964,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1694",1373,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1695",1374,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1696",1375,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"yes"
"1697",1376,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"yes"
"1698",1377,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"yes"
"1699",987,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1700",1379,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1701",1380,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1702",1381,36785,33,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",183,"yes"
"1703",1382,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1704",1383,15563,10000,8000,944,26,1,1,3,1,1,"Yes","M","High Income","National","PhD",18944,"yes"
"1705",1384,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1706",1385,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1707",1386,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"yes"
"1708",1387,36785,6000,7899,630,36,0,0,2,1,0,"Yes","M","High Income","Euro-Zone","Post Primary",14529,"yes"
"1709",1388,45987,7800,5000,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",12824,"yes"
"1710",1010,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1711",1390,10040,9999,12456,1145,3,1,1,2,1,1,"No","M","Medium Income","Euro-Zone","Bachelors",23600,"yes"
"1712",1391,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1713",1392,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1714",1393,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"yes"
"1715",1394,45987,6000,4563,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",10961,"yes"
"1716",1033,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1717",1396,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1718",1397,21750,12000,8000,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",20598,"yes"
"1719",1398,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1720",1399,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1721",1400,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"1722",1056,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1723",1402,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1724",1403,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1725",1404,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"1726",1405,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1727",1406,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"1728",1407,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1729",1408,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1730",1537,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1731",1538,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"1732",1079,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1733",1540,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1734",1541,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1735",1542,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"1736",1543,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1737",1544,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"1738",1545,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1739",1546,21750,4567,3534,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",8245,"yes"
"1740",1547,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"1741",1548,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"no"
"1742",1549,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1743",1153,15563,500,800,944,26,1,1,3,1,1,"Yes","M","Low Income","International","PhD",2244,"yes"
"1744",1551,10040,9,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Masters",2354,"yes"
"1745",1552,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1746",1553,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1747",1554,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1748",1555,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"1749",1171,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1750",1557,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1751",1558,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1752",1559,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1753",1560,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1754",1561,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"1755",1194,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1756",1563,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1757",1564,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1758",1565,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"1759",1566,45987,88,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",158,"no"
"1760",1217,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1761",1568,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1762",1569,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1763",1570,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"1764",1571,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"no"
"1765",1572,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1766",1240,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1767",1574,10040,999,1200,1145,3,1,1,2,1,1,"No","M","Medium Income","National","Bachelors",3344,"yes"
"1768",1575,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1769",1576,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1770",1577,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1771",1578,45987,60,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",914,"yes"
"1772",1263,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1773",1580,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1774",1581,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1775",1582,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1776",1583,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1777",1584,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"yes"
"1778",1424,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1779",1586,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1780",1587,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1781",1588,36785,33,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",183,"yes"
"1782",1589,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1783",1590,15563,10000,8000,944,26,1,1,3,1,1,"Yes","M","High Income","National","PhD",18944,"yes"
"1784",1591,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1785",1592,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1786",1593,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"yes"
"1787",1594,36785,6000,7899,630,36,0,0,2,1,0,"Yes","M","High Income","Euro-Zone","Post Primary",14529,"yes"
"1788",1595,45987,7800,5000,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",12824,"yes"
"1789",1447,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1790",1597,10040,9999,12456,1145,3,1,1,2,1,1,"No","M","Medium Income","Euro-Zone","Bachelors",23600,"no"
"1791",1598,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1792",1599,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1793",1600,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"yes"
"1794",1921,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1795",1922,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"yes"
"1796",1923,45987,60,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",914,"yes"
"1797",1470,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1798",1925,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1799",1926,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1800",1927,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"yes"
"1801",1928,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"yes"
"1802",1929,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"yes"
"1803",1493,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1804",1931,10040,145,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1805",1932,21750,5,150,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",230,"no"
"1806",1933,36785,100,9,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",169,"yes"
"1807",1934,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1808",1935,15563,1004,4,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",1952,"no"
"1809",1936,10040,565,200,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1415,"no"
"1810",1937,21750,333,130,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",607,"yes"
"1811",1938,55166,550,55,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1105,"yes"
"1812",1939,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"yes"
"1813",1940,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1814",1516,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1815",1942,10040,999,900,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Bachelors",3044,"no"
"1816",1943,21750,5,55,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",61,"yes"
"1817",1944,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Masters",1031,"no"
"1818",1945,36785,55,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1177,"no"
"1819",1946,45987,600,366,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1364,"yes"
"1820",1608,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1821",1948,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1822",1949,21750,7543,16754,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",24895,"yes"
"1823",1950,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1824",1951,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1825",1952,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"1826",1631,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1827",1954,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1828",1955,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1829",1956,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"1830",1957,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1831",1958,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"1832",1959,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1833",1960,21750,4567,3534,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",8245,"yes"
"1834",1961,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"1835",1962,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"no"
"1836",1963,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1837",1654,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1838",1965,10040,9,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Masters",2354,"no"
"1839",1966,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1840",1967,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1841",1968,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1842",1969,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"1843",1677,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1844",1971,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1845",1972,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1846",1973,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1847",1974,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1848",1975,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"1849",1700,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1850",1977,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1851",1978,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1852",1979,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"1853",1980,45987,88,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",158,"no"
"1854",1723,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1855",1982,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1856",1983,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1857",1984,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"1858",1985,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"no"
"1859",1986,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1860",1746,15563,53,9,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",91,"yes"
"1861",1988,10040,999,1200,1145,3,1,1,2,1,1,"No","M","Medium Income","National","Bachelors",3344,"no"
"1862",1989,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1863",1990,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1864",1991,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1865",1992,45987,60,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",914,"yes"
"1866",1769,15563,53,34,29,50,1,1,1,0,0,"No","F","Medium Income","International","Post Primary",116,"yes"
"1867",1994,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1868",1995,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1869",1996,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1870",1997,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"yes"
"1871",1998,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"yes"
"1872",1774,15563,500,800,944,26,1,1,3,1,1,"Yes","M","Low Income","International","PhD",2244,"yes"
"1873",2000,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1874",2001,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1875",2002,36785,33,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",183,"yes"
"1876",2003,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
